Date,Open,High,Low,Close,Volume
2018-01-02,39.7761820981515,40.27642306888876,39.565798181369,40.26707077026367,102223600
2018-01-03,40.33019497342311,40.80238628352514,40.19695500765061,40.260066986083984,118071600
2018-01-04,40.3325285848356,40.54992497445396,40.22500210267125,40.44707107543945,89738400
2018-01-05,40.54291247080879,40.99406285723671,40.45174716352319,40.90757369995117,94640000
2018-01-08,40.75563049316406,41.05016372371372,40.657449182790344,40.75563049316406,82271200
2018-01-09,40.80238443961448,40.921599515903196,40.53590095325459,40.75095748901367,86336000
2018-01-10,40.477452652181725,40.743936079890894,40.440050593275295,40.74159622192383,95839600
2018-01-11,40.81172158381117,41.02210547657908,40.78834797363013,40.97301483154297,74670800
2018-01-12,41.18339796582762,41.459233692882485,41.05950676616482,41.3961181640625,101672400
2018-01-16,41.585476374529335,41.93377648897424,41.17406427506678,41.185752868652344,118263600
2018-01-17,41.17638686955348,41.90103662850465,40.923931879747094,41.86597442626953,137547200
2018-01-18,41.929094823419305,42.09974042023661,41.6672874824555,41.90338134765625,124773600
2018-01-19,41.751450920555335,41.978196109630254,41.470942474678054,41.71638870239258,129700400
2018-01-22,41.44521571876117,41.5574183478053,41.28158614164321,41.37508773803711,108434400
2018-01-23,41.44522445106315,41.94546558756909,41.333021798378475,41.38444519042969,130756400
2018-01-24,41.433531621173195,41.44522021370444,40.486812695865126,40.72524642944336,204420400
2018-01-25,40.79303486002607,40.89588876808735,39.86268067077133,39.998260498046875,166116000
2018-01-26,40.206293567865494,40.206293567865494,39.75280340692622,40.09175109863281,156572000
2018-01-29,39.77619843609808,39.77619843609808,39.053888228895595,39.261932373046875,202561600
2018-01-30,38.693887061115404,39.124000098125286,38.499867866116375,39.03049850463867,184192800
2018-01-31,39.00711972420556,39.37412077565685,38.92063057543217,39.138023376464844,129915600
2018-02-01,39.07725255770871,39.41620032091382,38.98141109794126,39.219844818115234,188923200
2018-02-02,38.80375196035035,38.99075870726561,37.424583889707215,37.51808547973633,346375200
2018-02-05,37.190826320809336,38.30818708507509,36.46617651460954,36.580718994140625,290954000
2018-02-06,36.19267842788692,38.270782705665994,35.99865925194776,38.10948944091797,272975200
2018-02-07,38.12352220639921,38.195986484247946,37.18381931919892,37.29368209838867,206434400
2018-02-08,37.46899249081761,37.63496190465887,36.2394291809823,36.267478942871094,217562000
2018-02-09,36.865999961496776,37.058460813619604,35.26292594672998,36.711090087890625,282690400
2018-02-12,37.201625228363696,38.46671505344137,36.969260475488554,38.18975830078125,243278000
2018-02-13,38.01139120629208,38.66858177983185,37.94097729101988,38.572349548339844,130196800
2018-02-14,38.26721478410091,39.32341248785229,38.22966380983118,39.283512115478516,162579600
2018-02-15,39.85150062365004,40.6260461144055,39.666080874666676,40.602577209472656,204588800
2018-02-16,40.45471012448488,41.032099647351984,40.31623176094722,40.47113800048828,160704400
2018-02-20,40.38196338095014,40.900671851907454,40.234094542494496,40.33502197265625,135722000
2018-02-21,40.56504027258118,40.86781542185468,40.13786518942926,40.15195083618164,149886400
